ATB ID,solvent,value,reported_error,ref,datasets,formula,inchi
886,water,-13.56,None,10.1007/bf00646936,"Gerber,Boulanger et al.,Mobley et al.,Dodda et al.",C5H10O,"InChI=1S/C5H10O/c1-4(2)5(3)6/h4H,1-3H3"
887,hexane,-19.58,0.84,http://comp.chem.umn.edu/mnsol/,"Shivakumar et al.,Gerber,Mobley et al.,Marenich et al.,Dodda et al.,Boulanger et al.",C6H12O,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3"
889,hexane,-22.43,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.,Gerber,Shivakumar et al.,Boulanger et al.,Dodda et al.",C7H14O,"InChI=1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3"
890,hexadecane,-21.76,0.84,http://comp.chem.umn.edu/mnsol/,"Gerber,Shivakumar et al.,Boulanger et al.,Dodda et al.,Mobley et al.,Marenich et al.",C7H14O,"InChI=1S/C7H14O/c1-3-5-7(8)6-4-2/h3-6H2,1-2H3"
891,water,-11.46,None,10.1007/bf00646936,"Dodda et al.,Gerber,Mobley et al.,Boulanger et al.",C7H14O,"InChI=1S/C7H14O/c1-5(2)7(8)6(3)4/h5-6H,1-4H3"
892,hexadecane,-24.31,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.,Dodda et al.,Boulanger et al.,Shivakumar et al.,Gerber",C8H16O,"InChI=1S/C8H16O/c1-3-4-5-6-7-8(2)9/h3-7H2,1-2H3"
918,water,-10.41,None,10.1007/bf00646936,"Mobley et al.,Boulanger et al.,Gerber,Dodda et al.",C9H18O,"InChI=1S/C9H18O/c1-3-4-5-6-7-8-9(2)10/h3-8H2,1-2H3"
919,hexadecane,-27.03,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.,Dodda et al.,Boulanger et al.,Gerber,Shivakumar et al.",C9H18O,"InChI=1S/C9H18O/c1-3-5-7-9(10)8-6-4-2/h3-8H2,1-2H3"
920,water,-9.0,2.51,10.1021/ct050097l,"Dodda et al.,Gerber,Mobley et al.",C11H22O,"InChI=1S/C11H22O/c1-3-4-5-6-7-8-9-10-11(2)12/h3-10H2,1-2H3"
921,water,-18.66,None,10.1007/bf00646936,"Gerber",C10H14O,"InChI=1S/C10H14O/c11-10-8-2-6-1-7(4-8)5-9(10)3-6/h6-9H,1-5H2/t6-,7+,8-,9+"
922,hexadecane,-7.03,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Gerber,Shivakumar et al.,Boulanger et al.,Dodda et al.,Marenich et al.",C2H4O,"InChI=1S/C2H4O/c1-2-3/h2H,1H3"
931,water,-17.68,None,10.1007/bf00646936,"Dodda et al.,Mobley et al.,Boulanger et al.,Gerber",C4H6O,"InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3/b3-2+"
932,water,-15.4,None,10.1007/bf00646936,"Mobley et al.,Gerber,Dodda et al.",C6H10O,"InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+"
933,water,-14.35,2.51,10.1021/ct050097l,"Gerber,Dodda et al.,Mobley et al.",C8H14O,"InChI=1S/C8H14O/c1-2-3-4-5-6-7-8-9/h6-8H,2-5H2,1H3/b7-6+"
934,water,-19.39,None,10.1007/bf00646936,"Gerber",C6H8O,"InChI=1S/C6H8O/c1-2-3-4-5-6-7/h2-6H,1H3/b3-2+,5-4+"
935,hexane,-23.14,0.84,http://comp.chem.umn.edu/mnsol/,"Dodda et al.,Shivakumar et al.,Gerber,Mobley et al.,Boulanger et al.,Marenich et al.",C7H6O,"InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H"
936,hexadecane,-16.15,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Boulanger et al.,Marenich et al.,Dodda et al.,Gerber,Shivakumar et al.",C4H8O2,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)"
939,hexane,-13.05,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Boulanger et al.,Marenich et al.,Dodda et al.,Shivakumar et al.,Gerber",C3H6O2,"InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3"
942,hexane,-15.15,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Marenich et al.,Dodda et al.,Gerber,Boulanger et al.,Shivakumar et al.",C4H8O2,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3"
943,hexane,-15.27,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Marenich et al.,Shivakumar et al.,Dodda et al.,Boulanger et al.,Gerber",C4H8O2,"InChI=1S/C4H8O2/c1-3-4(5)6-2/h3H2,1-2H3"
945,hexane,-17.15,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Shivakumar et al.,Gerber,Boulanger et al.,Dodda et al.,Mobley et al.",C5H10O2,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3"
946,water,-11.07,None,10.1007/bf00646936,"Mobley et al.,Shivakumar et al.,Dodda et al.,Boulanger et al.,Gerber",C5H10O2,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3"
947,water,-11.21,2.51,10.1021/ct050097l,"Dodda et al.,Gerber,Boulanger et al.,Mobley et al.,Shivakumar et al.",C5H10O2,"InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3"
948,hexadecane,-16.78,0.84,http://comp.chem.umn.edu/mnsol/,"Boulanger et al.,Dodda et al.,Marenich et al.,Mobley et al.,Gerber,Shivakumar et al.",C5H10O2,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3"
950,hexane,-20.33,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Gerber,Shivakumar et al.,Boulanger et al.,Dodda et al.,Marenich et al.",C6H12O2,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3"
952,water,-10.21,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.,Gerber,Boulanger et al.",C6H12O2,"InChI=1S/C6H12O2/c1-3-5-8-6(7)4-2/h3-5H2,1-2H3"
953,water,-9.3,None,10.1007/bf00646936,"Gerber",C6H12O2,"InChI=1S/C6H12O2/c1-4-6(7)8-5(2)3/h5H,4H2,1-3H3"
954,water,-10.44,None,10.1007/bf00646936,"Dodda et al.,Mobley et al.,Boulanger et al.,Gerber",C6H12O2,"InChI=1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3"
955,hexane,-20.67,0.84,http://comp.chem.umn.edu/mnsol/,"Shivakumar et al.,Marenich et al.,Mobley et al.,Boulanger et al.,Gerber,Dodda et al.",C6H12O2,"InChI=1S/C6H12O2/c1-3-4-5-6(7)8-2/h3-5H2,1-2H3"
956,hexane,-23.1,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.,Boulanger et al.,Gerber,Dodda et al.,Shivakumar et al.",C7H14O2,"InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3"
957,water,-9.25,None,10.1007/bf00646936,"Gerber,Boulanger et al.,Mobley et al.,Dodda et al.",C7H14O2,"InChI=1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3"
958,water,-9.53,None,10.1007/bf00646936,"Gerber,Boulanger et al.,Dodda et al.,Mobley et al.",C7H14O2,"InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3"
959,water,-10.42,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Gerber,Dodda et al.",C7H14O2,"InChI=1S/C7H14O2/c1-3-5-6-7(8)9-4-2/h3-6H2,1-2H3"
960,hexane,-23.6,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Gerber,Dodda et al.,Shivakumar et al.,Marenich et al.,Boulanger et al.",C7H14O2,"InChI=1S/C7H14O2/c1-3-4-5-6-7(8)9-2/h3-6H2,1-2H3"
961,water,-9.47,None,10.1007/bf00646936,"Gerber,Mobley et al.,Dodda et al.",C8H16O2,"InChI=1S/C8H16O2/c1-3-4-5-6-7-10-8(2)9/h3-7H2,1-2H3"
962,water,-8.33,None,10.1007/bf00646936,"Dodda et al.,Mobley et al.,Boulanger et al.,Gerber",C8H16O2,"InChI=1S/C8H16O2/c1-3-5-6-7-10-8(9)4-2/h3-7H2,1-2H3"
963,water,-9.64,None,10.1007/bf00646936,"Gerber",C9H18O2,"InChI=1S/C9H18O2/c1-3-5-6-7-8-9(10)11-4-2/h3-8H2,1-2H3"
964,water,-8.53,None,10.1007/bf00646936,"Mobley et al.,Marenich et al.,Gerber,Boulanger et al.,Shivakumar et al.",C9H18O2,"InChI=1S/C9H18O2/c1-3-4-5-6-7-8-9(10)11-2/h3-8H2,1-2H3"
965,hexadecane,-26.4,0.84,http://comp.chem.umn.edu/mnsol/,"Gerber,Boulanger et al.,Dodda et al.,Shivakumar et al.,Mobley et al.,Marenich et al.",C8H8O2,"InChI=1S/C8H8O2/c1-10-8(9)7-5-3-2-4-6-7/h2-6H,1H3"
966,water,-19.09,None,10.1007/bf00646936,"Mobley et al.,Boulanger et al.,Gerber,Dodda et al.,Shivakumar et al.,Marenich et al.",CH5N,"InChI=1S/CH5N/c1-2/h2H2,1H3"
971,hexadecane,-9.12,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.,Boulanger et al.,Gerber,Dodda et al.,Shivakumar et al.",C2H7N,"InChI=1S/C2H7N/c1-3-2/h3H,1-2H3"
972,octane,-14.31,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Gerber,Shivakumar et al.,Dodda et al.,Marenich et al.,Boulanger et al.",C4H11N,"InChI=1S/C4H11N/c1-3-5-4-2/h5H,3-4H2,1-2H3"
973,hexadecane,-19.12,0.84,http://comp.chem.umn.edu/mnsol/,"Dodda et al.,Gerber,Boulanger et al.,Mobley et al.,Marenich et al.,Shivakumar et al.",C6H15N,"InChI=1S/C6H15N/c1-3-5-7-6-4-2/h7H,3-6H2,1-2H3"
974,water,-13.92,None,10.1007/bf00646936,"Gerber,Mobley et al.,Boulanger et al.,Dodda et al.",C8H19N,"InChI=1S/C8H19N/c1-3-5-7-9-8-6-4-2/h9H,3-8H2,1-2H3"
976,water,-22.66,None,10.1007/bf00646936,"Gerber",C2H5N,"InChI=1S/C2H5N/c1-2-3-1/h3H,1-2H2"
977,water,-23.25,None,10.1007/bf00646936,"Gerber,Boulanger et al.,Mobley et al.,Marenich et al.,Shivakumar et al.",C3H7N,"InChI=1S/C3H7N/c1-2-4-3-1/h4H,1-3H2"
978,water,-20.54,None,10.1007/bf00646936,"Gerber",C6H13N,"InChI=1S/C6H13N/c1-2-4-6-7-5-3-1/h7H,1-6H2"
979,water,-18.43,None,10.1007/bf00646936,"Gerber",C7H15N,"InChI=1S/C7H15N/c1-2-4-6-8-7-5-3-1/h8H,1-7H2"
982,hexadecane,-9.25,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.,Dodda et al.,Boulanger et al.,Shivakumar et al.,Gerber",C3H9N,"InChI=1S/C3H9N/c1-4(2)3/h1-3H3"
983,water,-17.03,None,10.1021/ct900587b,"Marenich et al.,Mobley et al.,Boulanger et al.,Gerber,Dodda et al.,Shivakumar et al.",C6H15N,"InChI=1S/C6H15N/c1-4-7(5-2)6-3/h4-6H2,1-3H3"
984,water,-16.65,None,10.1007/bf00646936,"Gerber",C5H11N,"InChI=1S/C5H11N/c1-6-4-2-3-5-6/h2-5H2,1H3"
985,water,-16.29,None,10.1007/bf00646936,"Gerber,Mobley et al.,Dodda et al.,Boulanger et al.",C6H13N,"InChI=1S/C6H13N/c1-7-5-3-2-4-6-7/h2-6H2,1H3"
987,cyclohexane,-15.77,0.84,http://comp.chem.umn.edu/mnsol/,"Boulanger et al.,Mobley et al.,Gerber,Marenich et al.",C4H5N,"InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H"
988,water,-12.1,None,10.1021/ja00236a026,"Boulanger et al.,Mobley et al.,Gerber,Marenich et al.",C5H7N,"InChI=1S/C5H7N/c1-6-4-2-3-5-6/h2-5H,1H3"
989,hexane,-15.94,0.84,http://comp.chem.umn.edu/mnsol/,"Dodda et al.,Gerber,Boulanger et al.,Mobley et al.,Marenich et al.,Shivakumar et al.",C5H5N,"InChI=1S/C5H6N/c1-2-4-6-5-3-1/h1-2,4-5H,3H2"
990,hexadecane,-19.58,0.84,http://comp.chem.umn.edu/mnsol/,"Shivakumar et al.,Boulanger et al.,Dodda et al.,Marenich et al.,Mobley et al.,Gerber",C6H7N,"InChI=1S/C6H8N/c1-6-4-2-3-5-7-6/h2-3,5H,4H2,1H3"
991,hexadecane,-20.54,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Shivakumar et al.,Dodda et al.,Gerber,Boulanger et al.,Mobley et al.",C6H7N,"InChI=1S/C6H8N/c1-6-3-2-4-7-5-6/h2-6H,1H3"
992,hexadecane,-20.46,0.84,http://comp.chem.umn.edu/mnsol/,"Shivakumar et al.,Dodda et al.,Marenich et al.,Boulanger et al.,Mobley et al.,Gerber",C6H7N,"InChI=1S/C6H8N/c1-6-2-4-7-5-3-6/h2,4-5H,3H2,1H3"
994,water,-19.26,None,10.1007/bf00646936,"Gerber,Boulanger et al.,Dodda et al.,Mobley et al.",C7H9N,"InChI=1S/C7H10N/c1-2-7-4-3-5-8-6-7/h3-7H,2H2,1H3"
995,hexadecane,-10.25,0.84,http://comp.chem.umn.edu/mnsol/,"Gerber,Mobley et al.,Marenich et al.,Dodda et al.,Boulanger et al.",C7H9N,"InChI=1S/C7H10N/c1-2-7-3-5-8-6-4-7/h3,5-6H,2,4H2,1H3"
996,water,-20.19,None,10.1007/bf00646936,"Dodda et al.,Boulanger et al.,Mobley et al.,Gerber",C7H9N,"InChI=1S/C7H10N/c1-6-4-3-5-8-7(6)2/h3-6H,1-2H3"
997,hexadecane,-23.1,0.84,http://comp.chem.umn.edu/mnsol/,"Dodda et al.,Shivakumar et al.,Gerber,Mobley et al.,Boulanger et al.,Marenich et al.",C7H9N,"InChI=1S/C7H10N/c1-6-3-4-8-7(2)5-6/h3-4H,5H2,1-2H3"
998,hexadecane,-23.1,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.,Boulanger et al.,Gerber,Dodda et al.,Shivakumar et al.",C7H9N,"InChI=1S/C7H10N/c1-6-3-4-7(2)8-5-6/h3-6H,1-2H3"
999,hexadecane,-22.05,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Shivakumar et al.,Gerber,Boulanger et al.,Dodda et al.,Mobley et al.",C7H9N,"InChI=1S/C7H10N/c1-6-4-3-5-7(2)8-6/h3-4H,5H2,1-2H3"
1000,hexadecane,-10.79,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Boulanger et al.,Marenich et al.,Dodda et al.,Gerber",C7H9N,"InChI=1S/C7H10N/c1-6-3-4-8-5-7(6)2/h3-5,7H,1-2H3"
1001,hexadecane,-10.54,0.84,http://comp.chem.umn.edu/mnsol/,"Dodda et al.,Boulanger et al.,Gerber,Marenich et al.,Mobley et al.",C7H9N,"InChI=1S/C7H10N/c1-6-3-7(2)5-8-4-6/h3-6H,1-2H3"
1002,water,-18.68,None,10.1007/bf00646936,"Gerber",C9H13N,"InChI=1S/C9H14N/c1-9(2,3)8-4-6-10-7-5-8/h4,6-7H,5H2,1-3H3"
1003,water,-1.7,None,10.1007/bf00646936,"Gerber",C13H21N,"InChI=1S/C13H22N/c1-12(2,3)10-8-7-9-11(14-10)13(4,5)6/h7-8H,9H2,1-6H3"
1004,heptane,-8.62,0.84,http://comp.chem.umn.edu/mnsol/,"Dodda et al.,Boulanger et al.,Gerber,Shivakumar et al.,Marenich et al.,Mobley et al.",C2H3N,"InChI=1S/C2H3N/c1-2-3/h1H3"
1005,hexadecane,-11.88,0.84,http://comp.chem.umn.edu/mnsol/,"Shivakumar et al.,Gerber,Mobley et al.,Marenich et al.,Dodda et al.",C3H5N,"InChI=1S/C3H5N/c1-2-3-4/h2H2,1H3"
1006,hexadecane,-14.56,0.84,http://comp.chem.umn.edu/mnsol/,"Boulanger et al.,Dodda et al.,Marenich et al.,Shivakumar et al.,Mobley et al.,Gerber",C4H7N,"InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3"
1007,water,-42.16,None,10.1007/bf00646936,"Shivakumar et al.,Boulanger et al.,Dodda et al.,Marenich et al.,Mobley et al.,Gerber",C3H7NO,"InChI=1/C3H7NO/c1-3(5)4-2/h1-2H3,(H,4,5)/f/h4H"
1008,heptane,-20.08,0.84,http://comp.chem.umn.edu/mnsol/,"Shivakumar et al.,Gerber,Marenich et al.,Dodda et al.,Boulanger et al.",C4H9NO,"InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3"
1009,water,-38.8,None,10.1007/bf00646936,"Gerber,Boulanger et al.,Dodda et al.",C6H13NO,"InChI=1S/C6H13NO/c1-3-4-5-7-6(2)8/h3-5H2,1-2H3,(H,7,8)"
1010,water,-41.0,2.51,10.1021/ct050097l,"Gerber,Mobley et al.",C6H11NO,"InChI=1S/C6H11NO/c1-6(8)7-4-2-3-5-7/h2-5H2,1H3"
1011,water,-46.8,None,10.1021/bi00507a030,"Gerber",C2H7N3,"InChI=1S/C2H7N3/c1-5-2(3)4/h1H3,(H4,3,4,5)"
1012,hexane,-13.35,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Marenich et al.,Dodda et al.,Boulanger et al.,Shivakumar et al.,Gerber",C2H5NO2,"InChI=1S/C2H5NO2/c1-2-3(4)5/h2H2,1H3"
1013,octane,-16.53,0.84,http://comp.chem.umn.edu/mnsol/,"Gerber,Boulanger et al.,Dodda et al.,Mobley et al.,Marenich et al.,Shivakumar et al.",C3H7NO2,"InChI=1S/C3H7NO2/c1-2-3-4(5)6/h2-3H2,1H3"
1014,hexadecane,-14.52,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.,Dodda et al.,Boulanger et al.,Gerber,Shivakumar et al.",C3H7NO2,"InChI=1S/C3H7NO2/c1-3(2)4(5)6/h3H,1-2H3"
1015,hexane,-25.48,0.84,http://comp.chem.umn.edu/mnsol/,"Shivakumar et al.,Boulanger et al.,Dodda et al.,Marenich et al.,Mobley et al.,Gerber",C6H5NO2,"InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H"
1016,hexadecane,-27.28,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.,Boulanger et al.,Gerber,Dodda et al.,Shivakumar et al.",C7H7NO2,"InChI=1S/C7H7NO2/c1-6-4-2-3-5-7(6)8(9)10/h2-5H,1H3"
1017,water,-14.44,None,10.1007/bf00646936,"Boulanger et al.,Mobley et al.,Gerber,Dodda et al.",C7H7NO2,"InChI=1S/C7H7NO2/c1-6-3-2-4-7(5-6)8(9)10/h2-5H,1H3"
1020,water,-12.27,None,10.1007/bf00646936,"Mobley et al.,Marenich et al.,Boulanger et al.,Gerber",C3H8O2,"InChI=1S/C3H8O2/c1-4-3-5-2/h3H2,1-2H3"
1021,hexadecane,-15.19,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Boulanger et al.,Marenich et al.,Gerber,Shivakumar et al.",C4H10O2,"InChI=1S/C4H10O2/c1-5-3-4-6-2/h3-4H2,1-2H3"
1024,water,-17.14,None,10.1007/bf00646936,"Boulanger et al.,Shivakumar et al.,Gerber",C3H6O2,"InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2"
1025,hexane,-17.07,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Shivakumar et al.,Dodda et al.,Gerber,Boulanger et al.,Mobley et al.",C4H8O2,"InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2"
1026,water,-31.78,None,10.1007/bf00646936,"Marenich et al.,Gerber",C2H8N2,"InChI=1S/C2H8N2/c3-1-2-4/h1-4H2"
1027,water,-30.86,None,10.1007/bf00646936,"Marenich et al.,Shivakumar et al.,Mobley et al.,Gerber",C4H10N2,"InChI=1S/C4H10N2/c1-2-6-4-3-5-1/h5-6H,1-4H2"
1028,water,-32.53,None,10.1007/bf00646936,"Shivakumar et al.,Marenich et al.,Mobley et al.,Gerber",C5H12N2,"InChI=1S/C5H12N2/c1-7-4-2-6-3-5-7/h6H,2-5H2,1H3"
1029,water,-31.7,None,10.1007/bf00646936,"Gerber,Shivakumar et al.,Boulanger et al.,Mobley et al.,Marenich et al.",C6H14N2,"InChI=1S/C6H14N2/c1-7-3-5-8(2)6-4-7/h3-6H2,1-2H3"
1030,octane,-19.66,0.84,http://comp.chem.umn.edu/mnsol/,"Gerber,Boulanger et al.,Dodda et al.,Mobley et al.,Marenich et al.,Shivakumar et al.",C5H6N2,"InChI=1S/C5H6N2/c1-5-4-6-2-3-7-5/h2-4H,1H3"
1032,water,-21.11,None,10.1007/bf00646936,"Dodda et al.,Gerber,Mobley et al.",C8H12N2,"InChI=1S/C8H12N2/c1-7(2)5-8-6-9-3-4-10-8/h3-4,6-7H,5H2,1-2H3"
1033,water,-18.39,None,10.1007/bf00646936,"Gerber,Marenich et al.",C7H10N2O,"InChI=1S/C7H10N2O/c1-3-6-7(10-2)9-5-4-8-6/h4-5H,3H2,1-2H3"
1036,water,-27.99,2.51,10.1021/ct050097l,"Mobley et al.,Gerber,Boulanger et al.,Dodda et al.",C4H10O2,"InChI=1S/C4H10O2/c1-2-6-4-3-5/h5H,2-4H2,1H3"
1037,water,-26.84,None,10.1007/bf00646936,"Dodda et al.,Boulanger et al.,Gerber,Mobley et al.",C5H12O2,"InChI=1S/C5H12O2/c1-2-4-7-5-3-6/h6H,2-5H2,1H3"
1038,water,-26.22,None,10.1007/bf00646936,"Dodda et al.,Mobley et al.,Gerber,Boulanger et al.",C6H14O2,"InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3"
1040,water,-28.98,None,10.1007/bf00646936,"Gerber",C4H11NO,"InChI=1S/C4H11NO/c1-6-4-2-3-5/h2-5H2,1H3"
1042,water,-41.84,None,10.1021/ct900587b,"Gerber,Shivakumar et al.",C6H7NO,"InChI=1S/C6H7NO/c1-7-5-3-2-4-6(7)8/h2-5H,1H3"
1043,water,-30.02,None,10.1007/bf00646936,"Dodda et al.,Gerber,Boulanger et al.,Marenich et al.,Shivakumar et al.,Mobley et al.",C4H9NO,"InChI=1S/C4H9NO/c1-3-6-4-2-5-1/h5H,1-4H2"
1044,water,-26.44,2.51,10.1021/ct050097l,"Dodda et al.,Boulanger et al.,Shivakumar et al.,Gerber,Marenich et al.,Mobley et al.",C5H11NO,"InChI=1S/C5H11NO/c1-6-2-4-7-5-3-6/h2-5H2,1H3"
1045,water,-27.2,0.84,10.1039/P29900000291,"Mobley et al.,Gerber",C6H4O2,"InChI=1S/C6H4O2/c7-5-1-2-6(8)4-3-5/h1-4H"
1046,water,-19.16,2.51,10.1021/ct050097l,"Dodda et al.,Gerber,Mobley et al.",C6H5NO3,"InChI=1S/C6H5NO3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H"
1053,hexadecane,-12.38,0.84,http://comp.chem.umn.edu/mnsol/,"Boulanger et al.,Gerber,Dodda et al.,Shivakumar et al.,Marenich et al.,Mobley et al.",C2H6S,"InChI=1S/C2H6S/c1-2-3/h3H,2H2,1H3"
1056,hexadecane,-17.7,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Gerber,Shivakumar et al.,Boulanger et al.,Dodda et al.,Marenich et al.",C4H10S,"InChI=1S/C4H10S/c1-3-5-4-2/h3-4H2,1-2H3"
1057,cyclohexane,-23.68,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Gerber,Shivakumar et al.,Dodda et al.,Marenich et al.,Boulanger et al.",C7H8S,"InChI=1S/C7H8S/c1-8-7-5-3-2-4-6-7/h2-6H,1H3"
1058,water,11.39,None,10.1007/bf00646936,"Dodda et al.,Gerber,Mobley et al.,Boulanger et al.",C9H20,"InChI=1S/C9H20/c1-8(2)6-7-9(3,4)5/h8H,6-7H2,1-5H3"
1061,hexane,-22.97,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.,Dodda et al.,Boulanger et al.,Shivakumar et al.,Gerber",C6H6O,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H"
1078,hexadecane,-0.84,0.84,http://comp.chem.umn.edu/mnsol/,"Gerber,Shivakumar et al.,Marenich et al.",C2H2,"InChI=1S/C2H2/c1-2/h1-2H"
1081,water,-34.0,None,10.1021/bi00514a006,"Gerber",C5H6N2,"InChI=1S/C5H7N2/c6-5-3-1-2-4-7-5/h1,3-4H,2,6H2"
1088,hexadecane,-23.47,0.84,http://comp.chem.umn.edu/mnsol/,"Boulanger et al.,Gerber,Dodda et al.,Shivakumar et al.,Marenich et al.,Mobley et al.",C6H6S,"InChI=1S/C6H6S/c7-6-4-2-1-3-5-6/h1-5,7H"
1151,hexadecane,-16.78,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Boulanger et al.,Mobley et al.,Dodda et al.",C4H4S,"InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H"
1160,hexadecane,-4.14,0.84,http://comp.chem.umn.edu/mnsol/,"Dodda et al.,Marenich et al.,Mobley et al.,Boulanger et al.",CH2O,"InChI=1S/CH2O/c1-2/h1H2"
1173,water,-3.51,2.51,10.1021/ct050097l,"Dodda et al.,Boulanger et al.,Mobley et al.",C2H4Cl2,"InChI=1S/C2H4Cl2/c1-2(3)4/h2H,1H3"
1174,water,1.05,2.51,10.1021/ct050097l,"Mobley et al.,Boulanger et al.,Dodda et al.",C2H2Cl2,"InChI=1S/C2H2Cl2/c1-2(3)4/h1H2"
1175,water,-0.46,2.51,10.1021/ct050097l,"Boulanger et al.,Marenich et al.,Mobley et al.,Shivakumar et al.",C2H4F2,"InChI=1S/C2H4F2/c1-2(3)4/h2H,1H3"
1176,water,-9.75,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.,Boulanger et al.",C2H4Br2,"InChI=1S/C2H4Br2/c3-1-2-4/h1-2H2"
1177,heptane,-25.15,0.84,http://comp.chem.umn.edu/mnsol/,"Shivakumar et al.,Dodda et al.,Marenich et al.,Boulanger et al.,Mobley et al.",C6H4Cl2,"InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H"
1178,hexane,-23.81,0.84,http://comp.chem.umn.edu/mnsol/,"Boulanger et al.,Dodda et al.,Shivakumar et al.,Marenich et al.,Mobley et al.",C6H4Cl2,"InChI=1S/C6H4Cl2/c7-5-1-2-6(8)4-3-5/h1-4H"
1179,water,-8.16,2.51,10.1021/ct050097l,"Marenich et al.,Mobley et al.,Boulanger et al.,Shivakumar et al.",C2H4BrCl,"InChI=1S/C2H4BrCl/c3-1-2-4/h1-2H2"
1180,hexadecane,-17.74,0.84,http://comp.chem.umn.edu/mnsol/,"Dodda et al.,Boulanger et al.,Mobley et al.,Marenich et al.,Shivakumar et al.",C4H9Br,"InChI=1S/C4H9Br/c1-2-3-4-5/h2-4H2,1H3"
1181,water,-20.54,2.51,10.1021/ct050097l,"Mobley et al.,Boulanger et al.,Dodda et al.",C6H6ClN,"InChI=1S/C6H6ClN/c7-5-3-1-2-4-6(5)8/h1-4H,8H2"
